ID,PT,FREQ,SYMBOL,NAME,FREQ_REAL,SYMBOL_REAL,COMMENT
2666,005E,11996,27500,,,,
2667,005E,12015,29950,,,,
2668,005E,12034,27500,,,,
2669,005E,12053,30000,,,,
2670,005E,12073,27500,,,,
2671,005E,12073,30000,,,,
2672,005E,12111,31428,,,,
2673,005E,12130,27500,,,,
2674,005E,12188,27500,,,,
2675,005E,12207,30000,,,,
2676,005E,12226,27500,,,,
2677,005E,12284,27500,,,,
2678,005E,12303,31429,,,,
2679,005E,12303,27500,,,,
2680,005E,12380,27500,,,,
2681,005E,12380,27500,,,,
2682,005E,12418,27500,,,,
2683,005E,12418,27500,,,,
2684,005E,12437,30000,,,,
2685,005E,12476,27490,,,,
2686,005E,12512,3600,,,,
2687,005E,12515,3600,,,,
2688,005E,12515,7200,,,,
2689,005E,12518,9875,,,,
2690,005E,12521,3600,,,,
2691,005E,12523,3750,,,,
2692,005E,12525,7200,,,,
2693,005E,12528,10000,,,,
2694,005E,12531,7200,,,,
2695,005E,12534,3333,,,,
2696,005E,12537,3333,,,,
2697,005E,12540,7230,,,,
2698,005E,12541,10000,,,,
2699,005E,12544,4610,,,,
2700,005E,12548,7200,,,,
2701,005E,12551,4936,,,,
2702,005E,12552,3333,,,,
2703,005E,12554,7200,,,,
2704,005E,12557,14400,,,,
2705,005E,12558,7500,,,,
2706,005E,12560,7200,,,,
2707,005E,12564,10000,,,,
2708,005E,12565,30000,,,,
2709,005E,12565,7500,,,,
2710,005E,12569,3333,,,,
2711,005E,12572,7500,,,,
2712,005E,12575,4610,,,,
2713,005E,12576,10000,,,,
2714,005E,12580,4444,,,,
2715,005E,12583,3260,,,,
2716,005E,12591,3800,,,,
2717,005E,12591,2900,,,,
2718,005E,12594,7200,,,,
2719,005E,12597,7200,,,,
2720,005E,12600,6111,,,,
2721,005E,12603,3600,,,,
2722,005E,12607,3600,,,,
2723,005E,12607,4610,,,,
2724,005E,12610,4610,,,,
2725,005E,12612,3600,,,,
2726,005E,12616,4610,,,,
2727,005E,12619,6111,,,,
2728,005E,12622,4610,,,,
2729,005E,12627,3800,,,,
2730,005E,12627,4610,,,,
2731,005E,12630,9874,,,,
2732,005E,12637,3260,,,,
2733,005E,12642,9874,,,,
2734,005E,12648,4557,,,,
2735,005E,12657,4936,,,,
2736,005E,12660,3750,,,,
2737,005E,12663,3224,,,,
2738,005E,12668,2500,,,,
2739,005E,12672,7500,,,,
2740,005E,12674,9875,,,,
2741,005E,12677,10000,,,,
2742,005E,12678,7500,,,,
2743,005E,12681,5000,,,,
2744,005E,12688,7500,,,,
2745,005E,12690,7200,,,,
2746,005E,12692,23657,,,,
2747,005E,12699,7200,,,,
2748,005E,12708,7200,,,,
2749,005E,12712,5000,,,,
2750,005E,12738,3333,,,,
2751,003E,3634,3750,,,,
2752,003E,3634,2858,,,,
2753,003E,3641,14400,,,,
2754,003E,3715,7200,,,,
2755,003E,3729,16833,,,,
2756,003E,3741,3600,,,,
2757,003E,3752,9706,,,,
2758,003E,3778,7200,,,,
2759,003E,3796,7200,,,,
2760,003E,3797,7200,,,,
2761,003E,3805,7200,,,,
2762,003E,3810,30000,,,,
2763,003E,3815,7200,,,,
2764,003E,3825,4170,,,,
2765,003E,3831,2190,,,,
2766,003E,3832.82,1108,,,,
2767,003E,3845,30000,,,,
2768,003E,3850,7200,,,,
2769,003E,3860,7200,,,,
2770,003E,3878,7020,,,,
2771,003E,3890,13170,,,,
2772,003E,3894,40000,,,,
2773,003E,3902,6370,,,,
2774,003E,3918,19630,,,,
2775,003E,3918,5620,,,,
2776,003E,3937,13725,,,,
2777,003E,3972,7200,,,,
2778,003E,3973,1833,,,,
2779,003E,3975,1000,,,,
2780,003E,3976,14240,,,,
2781,003E,3980,7200,,,,
2782,003E,3985,30000,,,,
2783,003E,3987,16300,,,,
2784,003E,3990,7200,,,,
2785,003E,3996,9706,,,,
2786,003E,3999,7200,,,,
2787,003E,4001,1250,,,,
2788,003E,4004,1230,,,,
2789,003E,4007,2083,,,,
2790,003E,4007,4832,,,,
2791,003E,4007,2083,,,,
2792,003E,4009,3750,,,,
2793,003E,4010,3750,,,,
2794,003E,4016,2500,,,,
2795,003E,4018,7500,,,,
2796,003E,4024,2500,,,,
2797,003E,4032,1100,,,,
2798,003E,4033,1700,,,,
2799,003E,4036,1830,,,,
2800,003E,4037,1250,,,,
2801,003E,4038,2358,,,,
2802,003E,4045,1082,,,,
2803,003E,4050,7500,,,,
2804,003E,4056,1250,,,,
2805,003E,4063,33900,,,,
2806,003E,4081,3750,,,,
2807,003E,4099,33900,,,,
2808,003E,4107,15682,,,,
2809,003E,4116,1000,,,,
2810,003E,4130,8571,,,,
2811,003E,4141,32727,,,,
2812,003E,4144,7200,,,,
2813,003E,4152,7200,,,,
2814,003E,4162,7200,,,,
2815,003E,4171,7200,,,,
2816,003E,4192,9700,,,,
2817,003E,4730,8000,,,,
2818,003E,10960,7500,,,,
2819,003E,10969,7500,,,,
2820,003E,10975,7500,,,,
2821,003E,10979,7500,,,,
2822,003E,10987,7500,,,,
2823,003E,10989,19411,,,,
2824,003E,11000,11500,,,,
2825,003E,11020,2200,,,,
2826,003E,11030,2100,,,,
2827,003E,11045,2220,,,,
2828,003E,11049,4500,,,,
2829,003E,11051,3300,,,,
2830,003E,11070,8000,,,,
2831,003E,11083,5572,,,,
2832,003E,11088,5572,,,,
2833,003E,11093,20000,,,,
2834,003E,11097,3500,,,,
2835,003E,11101,4650,,,,
2836,003E,11106,5572,,,,
2837,003E,11110,2000,,,,
2838,003E,11128,10000,,,,
2839,003E,11143,40000,,,,
2840,003E,11145,5000,,,,
2841,003E,11186,14500,,,,
2842,003E,11218,26000,,,,
2843,003E,11282,20835,,,,
2844,003E,11305,10000,,,,
2845,003E,11321,10478,,,,
2846,003E,11349,18300,,,,
2847,003E,11403,18300,,,,
2848,003E,11412,1700,,,,
2849,003E,11425,2000,,,,
2850,003E,11481,45000,,,,
2851,003E,11544,51430,,,,
2852,003E,11560,9874,,,,
2853,003E,11623,14400,,,,
2854,003E,11628,7500,,,,
2855,003E,11633,2200,,,,
2856,003E,11639,2000,,,,
2857,003E,11641,1182,,,,
2858,003E,11643,3250,,,,
2859,003E,11646,1903,,,,
2860,003E,11656,7350,,,,
2861,003E,11661,4500,,,,
2862,003E,11673,3333,,,,
2863,003E,11677,2083,,,,
2864,003E,11677,2500,,,,
2865,003E,11683,7500,,,,
2866,003E,11686,2200,,,,
2867,003E,11693,2962,,,,
2868,003E,12514,2220,,,,
2869,003E,12516,2200,,,,
2870,003E,12527,2961,,,,
2871,003E,12548,2200,,,,
2872,003E,12552,2300,,,,
2873,003E,12556,1500,,,,
2874,003E,12563,9600,,,,
2875,003E,12574,7500,,,,
2876,003E,12578.2,255,,,,
2877,003E,12578.58,255,,,,
2878,003E,12578.95,257,,,,
2879,003E,12579.34,257,,,,
2880,003E,12579.72,257,,,,
2881,003E,12580.09,257,,,,
2882,003E,12581,2000,,,,
2883,003E,12589,3600,,,,
2884,003E,12594,5500,,,,
2885,003E,12597,14400,,,,
2886,003E,12600,3600,,,,
2887,003E,12609,3100,,,,
2888,003E,12613,3100,,,,
2889,003E,12629,3100,,,,
2890,003E,12634,2900,,,,
2891,003E,12638,2220,,,,
2892,003E,12647,7200,,,,
2893,003E,12656,1483,,,,
2894,003E,12658,804,,,,
2895,003E,12664,2100,,,,
2896,003E,12676,7200,,,,
2897,003E,12680,7666,,,,
2898,003E,12690,5573,,,,
2899,003E,12694,10987,,,,
2900,003E,12705,4650,,,,
2901,003E,12708,2962,,,,
2902,003E,12711,9700,,,,
2903,003E,12716,2500,,,,
2904,003E,12722,1500,,,,
2905,003E,12730,7200,,,,
2906,003E,12735,5000,,,,
2907,003E,12741,1303,,,,
2908,003E,12746,2100,,,,
2909,003E,19730,39990,,,,
2910,003E,19787,39990,,,,
2911,003E,19915,39990,,,,
2912,003E,20043,39990,,,,
2913,002E,11411,1700,,,,
2914,002E,11432,2000,,,,
2915,002E,11970,2000,,,,
2916,002E,12072,30000,,,,
2917,002E,12092,30000,,,,
2918,002E,12111,30000,,,,
2919,002E,12169,30000,,,,
2920,002E,12207,30000,,,,
2921,002E,12226,30000,,,,
2922,002E,12265,30000,,,,
2923,002E,12303,30000,,,,
2924,002E,12322,30000,,,,
2925,002E,12341,30000,,,,
2926,002E,12360,30000,,,,
2927,002E,12380,30000,,,,
2928,002E,12418,30000,,,,
2929,002E,12456,30000,,,,
2930,002E,12476,30000,,,,
2931,002E,12509,6333,,,,
2932,002E,12513,7500,,,,
2933,002E,12519,6333,,,,
2934,002E,12523,3700,,,,
2935,002E,12539,4540,,,,
